repeat,task_id,task_name,sample_id,raw_output,parse_success,is_valid,signature,parse_failure_reason
1,tree,Tree,1,"(15, [(2,3),(3,13),(4,11),(5,13),(0,6),(7,11),(8,14),(0,9),(11,13),(10,12),(0,10),(0,1),(1,14),(13,14)])",True,True,"15|0-1,0-6,0-9,0-10,1-14,2-3,3-13,4-11,5-13,7-11,8-14,10-12,11-13,13-14",
1,tree,Tree,2,"(15, [(2,12),(0,6),(3,7),(3,10),(3,11),(0,11),(0,13),(9,12),(4,13),(4,9),(1,9),(1,5),(5,8),(8,14)])",True,True,"15|0-6,0-11,0-13,1-5,1-9,2-12,3-7,3-10,3-11,4-9,4-13,5-8,8-14,9-12",
1,tree,Tree,3,"(15, [(0,1),(2,5),(4,12),(6,9),(7,8),(0,8),(0,14),(9,11),(3,9),(5,12),(3,5),(3,14),(10,13),(10,14)])",True,True,"15|0-1,0-8,0-14,2-5,3-5,3-9,3-14,4-12,5-12,6-9,7-8,9-11,10-13,10-14",
1,tree,Tree,4,"(15, [(0,6),(2,8),(3,5),(8,11),(3,10),(3,11),(7,11),(6,7),(6,12),(6,13),(6,9),(1,9),(1,4),(4,14)])",True,True,"15|0-6,1-4,1-9,2-8,3-5,3-10,3-11,4-14,6-7,6-9,6-12,6-13,7-11,8-11",
1,tree,Tree,5,"(15, [(3,14),(4,7),(6,8),(5,8),(5,10),(1,10),(1,9),(9,11),(9,14),(7,12),(2,7),(0,2),(0,14),(13,14)])",True,True,"15|0-2,0-14,1-9,1-10,2-7,3-14,4-7,5-8,5-10,6-8,7-12,9-11,9-14,13-14",
1,tree,Tree,6,"(15, [(0,5),(2,3),(2,4),(2,11),(5,12),(6,12),(9,13),(10,13),(11,12),(1,12),(8,13),(7,8),(1,7),(1,14)])",True,True,"15|0-5,1-7,1-12,1-14,2-3,2-4,2-11,5-12,6-12,7-8,8-13,9-13,10-13,11-12",
1,tree,Tree,7,"(15, [(2,3),(3,7),(4,10),(6,9),(7,12),(5,11),(8,13),(5,8),(1,5),(1,10),(9,10),(0,9),(0,12),(12,14)])",True,True,"15|0-9,0-12,1-5,1-10,2-3,3-7,4-10,5-8,5-11,6-9,7-12,8-13,9-10,12-14",
1,tree,Tree,8,"(15, [(2,5),(1,3),(1,14),(0,4),(7,8),(6,10),(9,11),(5,12),(5,8),(6,13),(6,8),(0,8),(0,9),(9,14)])",True,True,"15|0-4,0-8,0-9,1-3,1-14,2-5,5-8,5-12,6-8,6-10,6-13,7-8,9-11,9-14",
1,tree,Tree,9,"(15, [(0,11),(2,10),(1,3),(4,11),(6,11),(8,10),(5,8),(5,14),(7,11),(7,13),(1,12),(9,13),(1,9),(1,14)])",True,True,"15|0-11,1-3,1-9,1-12,1-14,2-10,4-11,5-8,5-14,6-11,7-11,7-13,8-10,9-13",
1,tree,Tree,10,bad-output,False,False,,"格式错误，无法解析为 `(n, [(u,v), ...])`：malformed node or string on line 1: <ast.Name object at 0x000002233EC4C6D0>"
1,cycle,Cycle,1,"(15, [(0,6),(0,12),(1,8),(1,9),(2,11),(2,14),(3,8),(3,13),(4,7),(4,11),(5,7),(5,13),(6,9),(10,12),(10,14)])",True,True,"15|0-6,0-12,1-8,1-9,2-11,2-14,3-8,3-13,4-7,4-11,5-7,5-13,6-9,10-12,10-14",
1,cycle,Cycle,2,"(15, [(0,2),(0,4),(1,8),(1,13),(2,5),(3,9),(3,12),(4,11),(5,10),(6,7),(6,9),(7,14),(8,11),(10,12),(13,14)])",True,True,"15|0-2,0-4,1-8,1-13,2-5,3-9,3-12,4-11,5-10,6-7,6-9,7-14,8-11,10-12,13-14",
1,cycle,Cycle,3,"(15, [(0,1),(0,4),(1,9),(2,3),(2,10),(3,8),(4,5),(5,7),(6,13),(6,14),(7,11),(8,9),(10,14),(11,12),(12,13)])",True,True,"15|0-1,0-4,1-9,2-3,2-10,3-8,4-5,5-7,6-13,6-14,7-11,8-9,10-14,11-12,12-13",
1,cycle,Cycle,4,"(15, [(0,1),(0,2),(1,14),(2,8),(3,4),(3,6),(4,13),(5,7),(5,10),(6,12),(7,9),(8,12),(9,11),(10,13),(11,14)])",True,True,"15|0-1,0-2,1-14,2-8,3-4,3-6,4-13,5-7,5-10,6-12,7-9,8-12,9-11,10-13,11-14",
