repeat,task_id,task_name,sample_id,raw_output,parse_success,is_valid,unique_key,unique_method,parse_failure_reason
2,tree,Tree,1,"(8, [('0', '1'), ('0', '2'), ('0', '3'), ('0', '4'), ('0', '5'), ('1', '4'), ('1', '5'), ('2', '3'), ('3', '4'), ('3', '5'), ('4', '5')])",True,False,,isomorphism,
2,tree,Tree,2,"(8, [(0,1),(1,2),(2,3),(3,4),(4,5),(5,6),(6,7),(7,0)])",True,False,,isomorphism,
2,tree,Tree,3,"(6, [(0,1),(0,2),(0,3),(1,4),(1,5)])",True,True,833c89e8aca800e5707fb47ea63f9088,isomorphism,
2,tree,Tree,4,"(6, [(0,1),(0,2),(0,3),(1,4),(1,5)])",True,True,833c89e8aca800e5707fb47ea63f9088,isomorphism,
2,tree,Tree,5,"(6, [(0,1),(0,2),(0,3),(1,4),(1,5)])",True,True,833c89e8aca800e5707fb47ea63f9088,isomorphism,
2,tree,Tree,6,"(6, [(0,1),(1,2),(2,3),(3,4),(4,5)])",True,True,50803b752054f0512687e537ee7368f9,isomorphism,
2,tree,Tree,7,"(6, [(0,1),(0,2),(0,3),(1,4),(1,5)])",True,True,833c89e8aca800e5707fb47ea63f9088,isomorphism,
2,tree,Tree,8,"(8, [(0,1),(1,2),(2,3),(3,4),(4,5),(5,6),(6,7),(7,0)])",True,False,,isomorphism,
2,tree,Tree,9,"(8, [(0,1),(1,2),(2,3),(3,4),(4,5),(5,6)])",True,False,,isomorphism,
2,tree,Tree,10,"(6, [(0,1),(0,2),(0,3),(1,4),(1,5)])",True,True,833c89e8aca800e5707fb47ea63f9088,isomorphism,
2,tree,Tree,11,"(8, [(0,1),(1,2),(2,3),(3,4),(4,5),(5,6)])",True,False,,isomorphism,
2,tree,Tree,12,"(6, [(0,1),(0,2),(0,3),(1,4),(1,5)])",True,True,833c89e8aca800e5707fb47ea63f9088,isomorphism,
2,tree,Tree,13,"(8, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7)])",True,True,653d67ad3d369bf2cd63d0027cde92ec,isomorphism,
2,tree,Tree,14,"(6, [(0,1),(1,2),(2,3),(3,4),(4,5),(5,6)])",False,False,,isomorphism,第 6 条边端点越界（节点范围应为 0..5）。
