repeat,task_id,task_name,sample_id,raw_output,parse_success,is_valid,signature,parse_failure_reason
1,tree,Tree,16,"Reasoning:

A tree structure can be built by adding nodes one at a time and ensuring that each node is connected to exactly one existing node. Since there are 15 nodes, there will be 14 edges (as a tr",False,False,,"格式错误，无法解析为 `(n, [(u,v), ...])`：unterminated string literal (detected at line 3) (<unknown>, line 3)"
1,tree,Tree,40,LLM_ERROR: The read operation timed out,False,False,,"格式错误，无法解析为 `(n, [(u,v), ...])`：invalid syntax (<unknown>, line 1)"
1,tree,Tree,67,"Reasoning:

Step 1: Start with node 0.

Step 2: Connect each new node to exactly one existing node. Here, I'll connect each new node to the previous one, i.e., node 1 to node 0, node 2 to node 1, and ",False,False,,"格式错误，无法解析为 `(n, [(u,v), ...])`：unterminated string literal (detected at line 5) (<unknown>, line 5)"
1,tree,Tree,94,LLM_ERROR: The read operation timed out,False,False,,"格式错误，无法解析为 `(n, [(u,v), ...])`：invalid syntax (<unknown>, line 1)"
1,tree,Tree,95,LLM_ERROR: [WinError 10054] 远程主机强迫关闭了一个现有的连接。,False,False,,"格式错误，无法解析为 `(n, [(u,v), ...])`：invalid character '。' (U+3002) (<unknown>, line 1)"
1,cycle,Cycle,17,"(15, [(0, 1), (1, 2), ..., (13, 14), (14, 0)])",False,False,,"第 3 条边不是二元组 `(u,v)`。"
1,cycle,Cycle,53,LLM_ERROR: The read operation timed out,False,False,,"格式错误，无法解析为 `(n, [(u,v), ...])`：invalid syntax (<unknown>, line 1)"
1,planar,Planar,1,"(15, [(0, 1), (1, 2), (2, 3), (3, 4), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (7, 3), (8, 3), (8, 4), (9, 4), (9, 0), (10, 5), (10, 6), (11, 6), (11, 7), (12, 7), (12, 8), (13, 8), (13, 9), (1",True,False,,
1,planar,Planar,2,"(15, [(0,1), (1,2), (2,3), (3,4), (4,0), (0,5), (1,5), (2,5), (3,5), (4,5), (6,7), (7,8), (8,9), (9,6), (6,10), (7,10), (8,10), (9,10), (5,10), (5,11), (5,12), (5,13), (0,14), (3,15)])",False,False,,第 24 条边端点越界（节点范围应为 0..14）。
1,planar,Planar,3,"(15, [(0,1), (1,2), (2,3), (3,4), (0,4), (5,0), (5,1), (6,1), (6,2), (7,2), (7,3), (8,3), (8,4), (9,4), (9,0), (10,0), (10,9), (11,1), (11,6), (12,2), (12,7), (13,3), (13,8), (14,4), (14,9), (0,10), (",True,False,,
1,planar,Planar,5,"(15, [(0,1), (1,2), (2,3), (3,0), (0,4), (1,4), (2,5), (3,5), (4,6), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,7), (0,8), (1,9), (2,10), (3,11), (4,12)])",True,False,,
1,planar,Planar,8,"(15, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (0,3), (1,4), (2,5), (3,6), (4,7)])",True,False,,
1,planar,Planar,9,"(15, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,0), (0,2), (0,3), (0,4), (0,5), (0,6), (0,7), (0,8), (0,9), (1,5), (1,10), (3,7), (",True,False,,
